"","X","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1vp2winpercentage","p1vp2LogRankDiff","p1vp2LogRankPointsDiff","p1wins","inst.","actual","predicted","error","prediction","AvgW","AvgL","winnings"
"1167",2129,"Australian Open","Hard",128,"G","1/18/16",104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,104312,"Andreas Seppi","R",190,"ITA",31.90691307,29,1290,5,1,3.36729583,2.566141253,"Y",1167,"2:Y","2:Y","",0.992,1.01,23.17,1.01
"1168",2130,"Australian Open","Hard",128,"G","1/18/16",104468,"Gilles Simon","R",183,"FRA",31.05817933,15,2145,105643,"Federico Delbonis","L",190,"ARG",25.28678987,53,815,5,0.333333333,1.262241712,0.967706718,"Y",1168,"2:Y","2:Y","",0.746,1.15,5.51,1.15
"1169",2131,"Australian Open","Hard",128,"G","1/18/16",105732,"Pierre Hugues Herbert","R",186,"FRA",24.83778234,167,313,104542,"Jo Wilfried Tsonga","R",188,"FRA",30.75427789,10,2725,5,0.5,-2.815408719,-2.164020517,"N",1169,"1:N","1:N","",0.963,1.08,7.55,1.08
"1170",2132,"Australian Open","Hard",128,"G","1/18/16",104198,"Guillermo Garcia Lopez","R",188,"ESP",32.62422998,27,1430,105453,"Kei Nishikori","R",178,"JPN",26.05338809,7,4235,5,0,-1.349926717,-1.085708884,"N",1170,"1:N","1:N","",0.926,1.07,8.57,1.07
"1171",2133,"Australian Open","Hard",128,"G","1/18/16",103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,105777,"Grigor Dimitrov","R",188,"BUL",24.67624914,28,1420,5,1,2.233592222,1.749199855,"Y",1171,"2:Y","2:Y","",0.946,1.08,7.82,1.08
"1172",2134,"Australian Open","Hard",128,"G","1/18/16",105676,"David Goffin","R",163,"BEL",25.11430527,16,1835,106233,"Dominic Thiem","R",186,"AUT",22.37371663,20,1645,5,0.6,0.223143551,0.109304097,"Y",1172,"2:Y","1:N","+",0.557,2.42,1.56,0
"1173",2135,"Australian Open","Hard",128,"G","1/18/16",105138,"Roberto Bautista Agut","R",186,"ESP",27.76180698,21,1640,105227,"Marin Cilic","R",198,"CRO",27.3045859,13,2405,5,0,-0.47957308,-0.382853662,"Y",1173,"2:Y","1:N","+",0.787,3.25,1.33,0
"1174",2136,"Australian Open","Hard",128,"G","1/18/16",106401,"Nick Kyrgios","R",186,"AUS",20.72826831,30,1260,104607,"Tomas Berdych","R",196,"CZE",30.33538672,6,4560,5,0.5,-1.609437912,-1.286210903,"N",1174,"1:N","1:N","",0.862,1.66,2.21,1.66
"1175",2137,"Australian Open","Hard",128,"G","1/18/16",104534,"Dudi Sela","R",175,"ISR",30.78986995,87,633,105723,"Andrey Kuznetsov","R",185,"RUS",24.90349076,74,693,5,1,-0.161843025,-0.090559577,"N",1175,"1:N","2:Y","+",0.514,1.47,2.67,0
"1176",2138,"Australian Open","Hard",128,"G","1/18/16",103565,"Stephane Robert","R",185,"FRA",35.67145791,225,233,104792,"Gael Monfils","R",193,"FRA",29.3798768,25,1485,5,0,-2.197224577,-1.852131598,"N",1176,"1:N","1:N","",0.981,1.06,8.61,1.06
"1177",2139,"Australian Open","Hard",128,"G","1/18/16",104678,"Viktor Troicki","R",193,"SRB",29.93566051,26,1475,105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,5,0.333333333,-0.619039208,-0.431121842,"N",1177,"1:N","1:N","",0.765,1.2,4.54,1.2
"1178",2140,"Australian Open","Hard",128,"G","1/18/16",104586,"Lukas Rosol","R",196,"CZE",30.48596851,51,827,104527,"Stanislas Wawrinka","R",183,"SUI",30.80903491,4,6865,5,0,-2.545531272,-2.116386623,"N",1178,"1:N","1:N","",0.98,1.07,8.74,1.07
"1179",2141,"Australian Open","Hard",128,"G","1/18/16",103970,"David Ferrer","R",175,"ESP",33.79603012,8,4145,105449,"Steve Johnson","R",188,"USA",26.06707734,32,1240,5,1,1.386294361,1.206791409,"Y",1179,"2:Y","2:Y","",0.864,1.2,4.52,1.2
"1180",2142,"Australian Open","Hard",128,"G","1/18/16",104545,"John Isner","R",206,"USA",30.72963723,11,2495,103852,"Feliciano Lopez","L",188,"ESP",34.32717317,19,1690,5,0.5,0.546543706,0.3895602,"Y",1180,"2:Y","2:Y","",0.633,1.48,2.65,1.48
"1181",2143,"Australian Open","Hard",128,"G","1/18/16",105357,"John Millman","R",183,"AUS",26.59548255,95,611,106071,"Bernard Tomic","R",193,"AUS",23.24161533,17,1720,5,0.5,-1.720663548,-1.034982611,"N",1181,"1:N","1:N","",0.88,1.13,5.87,1.13
"1182",2144,"Australian Open","Hard",128,"G","1/18/16",105311,"Joao Sousa","R",186,"POR",26.80355921,33,1191,104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,5,0,-2.803360381,-2.016301427,"N",1182,"1:N","1:N","",0.98,1.01,18.28,1.01
"1183",2145,"Australian Open","Hard",128,"G","1/18/16",104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,104468,"Gilles Simon","R",183,"FRA",31.05817933,15,2145,5,0.9,2.708050201,2.057643919,"Y",1183,"2:Y","2:Y","",0.98,1.01,18.36,1.01
"1184",2146,"Australian Open","Hard",128,"G","1/18/16",104542,"Jo Wilfried Tsonga","R",188,"FRA",30.75427789,10,2725,105453,"Kei Nishikori","R",178,"JPN",26.05338809,7,4235,5,0.333333333,-0.356674944,-0.4409149,"N",1184,"1:N","1:N","",0.714,1.72,2.11,1.72
"1185",2147,"Australian Open","Hard",128,"G","1/18/16",103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,105676,"David Goffin","R",163,"BEL",25.11430527,16,1835,5,1,1.673976434,1.492812245,"Y",1185,"2:Y","2:Y","",0.945,1.04,11.12,1.04
"1186",2148,"Australian Open","Hard",128,"G","1/18/16",105138,"Roberto Bautista Agut","R",186,"ESP",27.76180698,21,1640,104607,"Tomas Berdych","R",196,"CZE",30.33538672,6,4560,5,0.4,-1.252762968,-1.022626382,"N",1186,"1:N","1:N","",0.845,1.25,3.89,1.25
"1187",2149,"Australian Open","Hard",128,"G","1/18/16",104792,"Gael Monfils","R",193,"FRA",29.3798768,25,1485,105723,"Andrey Kuznetsov","R",185,"RUS",24.90349076,74,693,5,1,1.085189268,0.762140052,"Y",1187,"2:Y","2:Y","",0.845,1.24,4.13,1.24
"1188",2150,"Australian Open","Hard",128,"G","1/18/16",104527,"Stanislas Wawrinka","R",183,"SUI",30.80903491,4,6865,105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,5,1,1.252762968,1.106656208,"N",1188,"1:N","2:Y","+",0.875,2.34,1.6,0
"1189",2151,"Australian Open","Hard",128,"G","1/18/16",103970,"David Ferrer","R",175,"ESP",33.79603012,8,4145,104545,"John Isner","R",206,"USA",30.72963723,11,2495,5,0.857142857,0.318453731,0.507614059,"Y",1189,"2:Y","2:Y","",0.661,1.51,2.56,1.51
"1190",2152,"Australian Open","Hard",128,"G","1/18/16",106071,"Bernard Tomic","R",193,"AUS",23.24161533,17,1720,104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,5,0,-2.140066163,-1.648770426,"N",1190,"1:N","1:N","",0.958,1.09,7.69,1.09
"1191",2153,"Australian Open","Hard",128,"G","1/18/16",104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,105453,"Kei Nishikori","R",178,"JPN",26.05338809,7,4235,5,0.75,1.945910149,1.377400143,"Y",1191,"2:Y","2:Y","",0.93,1.14,5.84,1.14
"1192",2154,"Australian Open","Hard",128,"G","1/18/16",103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,104607,"Tomas Berdych","R",196,"CZE",30.33538672,6,4560,5,0.714285714,0.693147181,0.582534103,"Y",1192,"2:Y","2:Y","",0.679,1.17,5.15,1.17
"1193",2155,"Australian Open","Hard",128,"G","1/18/16",105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,104792,"Gael Monfils","R",193,"FRA",29.3798768,25,1485,5,0.333333333,0.579818495,0.424365059,"Y",1193,"2:Y","2:Y","",0.623,1.35,3.22,1.35
"1194",2156,"Australian Open","Hard",128,"G","1/18/16",104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,103970,"David Ferrer","R",175,"ESP",33.79603012,8,4145,5,0.666666667,1.386294361,0.769191928,"Y",1194,"2:Y","2:Y","",0.878,1.18,4.92,1.18
"1195",2157,"Australian Open","Hard",128,"G","1/18/16",104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,103819,"Roger Federer","R",185,"SUI",34.44490075,3,8165,5,0.511111111,1.098612289,0.720926745,"Y",1195,"2:Y","2:Y","",0.814,1.32,3.41,1.32
"1196",2158,"Australian Open","Hard",128,"G","1/18/16",104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,105683,"Milos Raonic","R",196,"CAN",25.05954825,14,2270,5,0.5,1.945910149,1.371314885,"Y",1196,"2:Y","2:Y","",0.893,1.36,3.19,1.36
"1197",2159,"Australian Open","Hard",128,"G","1/18/16",104918,"Andy Murray","R",190,"GBR",28.678987,2,8945,104925,"Novak Djokovic","R",188,"SRB",28.65982204,1,16790,5,0.3,-0.693147181,-0.629688754,"N",1197,"1:N","1:N","",0.78,1.19,4.92,1.19
"1553",12567,"French Open","Clay",128,"G","5/23/16",104925,"Novak Djokovic","R",188,"SRB",29.00479124,1,16150,104229,"Yen Hsun Lu","R",180,"TPE",32.77481177,95,602,5,1,4.553876892,3.289417883,"Y",1553,"2:Y","2:Y","",0.998,1.01,29.7,1.01
"1554",12568,"French Open","Clay",128,"G","5/23/16",104947,"Marsel Ilhan","R",190,"TUR",28.95003422,198,275,104327,"Steve Darcis","R",178,"BEL",32.19438741,161,331,5,0.5,-0.206862666,-0.185347278,"N",1554,"1:N","1:N","",0.525,1.38,2.99,1.38
"1555",12569,"French Open","Clay",128,"G","5/23/16",105379,"Aljaz Bedene","R",181,"GBR",26.84736482,66,765,105589,"Gerald Melzer","L",186,"AUT",25.86173854,129,452,5,0.5,0.670157662,0.526193654,"Y",1555,"2:Y","2:Y","",0.685,1.49,2.58,1.49
"1556",12570,"French Open","Clay",128,"G","5/23/16",105643,"Federico Delbonis","L",190,"ARG",25.63175907,35,1165,105807,"Pablo Carreno Busta","R",186,"ESP",24.86516085,43,995,5,1,0.205852054,0.157733629,"N",1556,"1:N","2:Y","+",0.667,2.34,1.58,0
"1557",12571,"French Open","Clay",128,"G","5/23/16",106071,"Bernard Tomic","R",193,"AUS",23.58658453,22,1625,104548,"Brian Baker","R",190,"USA",31.06365503,662,40,5,1,3.404223103,3.704383641,"Y",1557,"2:Y","2:Y","",0.997,1.36,3.06,1.36
"1558",12572,"French Open","Clay",128,"G","5/23/16",106432,"Borna Coric","R",186,"CRO",19.52087611,47,935,126203,"Taylor Harry Fritz","R",186,"USA",18.56810404,67,758,5,0.5,0.354545018,0.209863144,"Y",1558,"2:Y","2:Y","",0.622,1.29,3.51,1.29
"1559",12573,"French Open","Clay",128,"G","5/23/16",103908,"Paul Henri Mathieu","R",185,"FRA",34.36002738,65,771,105053,"Santiago Giraldo","R",188,"COL",28.48733744,122,499,5,0,0.629633775,0.435082278,"Y",1559,"2:Y","1:N","+",0.578,1.59,2.33,0
"1560",12574,"French Open","Clay",128,"G","5/23/16",104098,"Dmitry Tursunov","R",185,"RUS",33.44558522,480,75,105138,"Roberto Bautista Agut","R",186,"ESP",28.10677618,16,2015,5,1,-3.401197382,-3.290886361,"N",1560,"1:N","1:N","",0.987,1.03,13.27,1.03
"1561",12575,"French Open","Clay",128,"G","5/23/16",103970,"David Ferrer","R",175,"ESP",34.14099932,11,2740,105539,"Evgeny Donskoy","R",185,"RUS",26.03969884,75,713,5,0.5,1.919592841,1.346231779,"Y",1561,"2:Y","2:Y","",0.846,1.05,10.57,1.05
"1562",12576,"French Open","Clay",128,"G","5/23/16",104797,"Denis Istomin","R",188,"UZB",29.70841889,64,771,104338,"Juan Monaco","R",185,"ARG",32.15058179,92,620,5,1,0.362905494,0.217968896,"N",1562,"1:N","2:Y","+",0.74,1.27,3.69,0
"1563",12577,"French Open","Clay",128,"G","5/23/16",105011,"Illya Marchenko","R",185,"UKR",28.7063655,71,751,103607,"Victor Estrella","R",173,"DOM",35.80561259,87,670,5,0.5,0.203228242,0.114127939,"N",1563,"1:N","2:Y","+",0.668,1.53,2.47,0
"1564",12578,"French Open","Clay",128,"G","5/23/16",105341,"Thomas Fabbiano","R",186,"ITA",26.99247091,117,518,103852,"Feliciano Lopez","L",188,"ESP",34.67214237,23,1550,5,0.5,-1.626679719,-1.096034968,"N",1564,"1:N","1:N","",0.818,1.24,3.99,1.24
"1565",12579,"French Open","Clay",128,"G","5/23/16",104735,"Tobias Kamke","R",180,"GER",30.00684463,155,342,104655,"Pablo Cuevas","R",180,"URU",30.39014374,27,1450,5,0.5,-1.747588251,-1.444508098,"N",1565,"1:N","1:N","",0.904,1.1,6.93,1.1
"1566",12580,"French Open","Clay",128,"G","5/23/16",111202,"Hyeon Chung","R",186,"KOR",20.0109514,111,547,111460,"Quentin Halys","R",186,"FRA",19.57289528,154,347,5,0.5,0.327422401,0.455124022,"N",1566,"1:N","2:Y","+",0.658,1.79,2.01,0
"1567",12581,"French Open","Clay",128,"G","5/23/16",104252,"Florian Mayer","R",190,"GER",32.63244353,236,229,104291,"Malek Jaziri","R",185,"TUN",32.3394935,72,751,5,0,-1.187165686,-1.187683648,"N",1567,"1:N","1:N","",0.916,1.64,2.23,1.64
"1568",12582,"French Open","Clay",128,"G","5/23/16",105577,"Vasek Pospisil","R",193,"CAN",25.91649555,46,955,104607,"Tomas Berdych","R",196,"CZE",30.68035592,8,2850,5,1,-1.749199855,-1.093362933,"N",1568,"1:N","1:N","",0.774,1.07,8.28,1.07
"1569",12583,"French Open","Clay",128,"G","5/23/16",104745,"Rafael Nadal","L",185,"ESP",29.97125257,5,5675,105032,"Samuel Groth","R",186,"AUS",28.59411362,100,585,5,0.5,2.995732274,2.272213995,"Y",1569,"2:Y","2:Y","",0.969,1.01,23.44,1.01
"1570",12584,"French Open","Clay",128,"G","5/23/16",104932,"Kenny De Schepper","L",203,"FRA",28.98562628,143,383,105487,"Facundo Bagnis","L",186,"ARG",26.23408624,99,590,5,0.5,-0.36772478,-0.432087548,"N",1570,"1:N","1:N","",0.722,1.66,2.19,1.66
"1571",12585,"French Open","Clay",128,"G","5/23/16",105575,"Ricardas Berankis","R",175,"LTU",25.92197125,50,885,103917,"Nicolas Mahut","R",190,"FRA",34.33538672,44,976,5,0.4,-0.127833372,-0.097874941,"N",1571,"1:N","1:N","",0.531,1.61,2.28,1.61
"1572",12586,"French Open","Clay",128,"G","5/23/16",104926,"Fabio Fognini","R",178,"ITA",28.99931554,33,1205,104719,"Marcel Granollers","R",190,"ESP",30.11362081,56,844,5,0.5,0.528844129,0.356082351,"N",1572,"1:N","2:Y","+",0.613,2.67,1.46,0
"1573",12587,"French Open","Clay",128,"G","5/23/16",104731,"Kevin Anderson","R",203,"RSA",30.01505818,20,1840,103565,"Stephane Robert","R",185,"FRA",36.0164271,90,628,5,1,1.504077397,1.074980684,"N",1573,"1:N","2:Y","+",0.924,2.85,1.41,0
"1574",12588,"French Open","Clay",128,"G","5/23/16",105732,"Pierre Hugues Herbert","R",186,"FRA",25.18275154,84,695,100644,"Alexander Zverev","R",186,"GER",19.09103354,41,1060,5,0.5,-0.717244732,-0.422112342,"N",1574,"1:N","1:N","",0.679,1.3,3.51,1.3
"1575",12589,"French Open","Clay",128,"G","5/23/16",104198,"Guillermo Garcia Lopez","R",188,"ESP",32.96919918,51,865,105217,"Thiemo De Bakker","R",193,"NED",27.67419576,120,506,5,0.5,0.85566611,0.536192838,"Y",1575,"2:Y","2:Y","",0.643,1.18,4.77,1.18
"1576",12590,"French Open","Clay",128,"G","5/23/16",106233,"Dominic Thiem","R",186,"AUT",22.71868583,15,2430,105438,"Inigo Cervantes Huegun","R",186,"ESP",26.47775496,69,755,5,0.5,1.526056303,1.168928787,"Y",1576,"2:Y","2:Y","",0.874,1.05,10.52,1.05
"1577",12591,"French Open","Clay",128,"G","5/23/16",105676,"David Goffin","R",163,"BEL",25.45927447,13,2570,106296,"Gregoire Barrere","R",183,"FRA",22.2642026,242,223,5,0.5,2.923988369,2.444489406,"Y",1577,"2:Y","2:Y","",0.964,1.01,18.36,1.01
"1578",12592,"French Open","Clay",128,"G","5/23/16",104122,"Carlos Berlocq","R",183,"ARG",33.30047912,126,462,103893,"Paolo Lorenzi","R",183,"ITA",34.4366872,54,855,5,0.5,-0.84729786,-0.615536578,"Y",1578,"2:Y","1:N","+",0.74,1.81,1.97,0
"1579",12593,"French Open","Clay",128,"G","5/23/16",104330,"Rajeev Ram","R",193,"USA",32.18069815,70,752,106210,"Jiri Vesely","L",186,"CZE",22.86926762,60,815,5,0.5,-0.15415068,-0.080451789,"N",1579,"1:N","1:N","",0.61,1.15,5.41,1.15
"1580",12594,"French Open","Clay",128,"G","5/23/16",104259,"Philipp Kohlschreiber","R",178,"GER",32.60232717,26,1485,104597,"Nicolas Almagro","R",183,"ESP",30.75427789,49,899,5,0.375,0.63372376,0.501887017,"N",1580,"1:N","2:Y","+",0.593,2.72,1.45,0
"1581",12595,"French Open","Clay",128,"G","5/23/16",106000,"Damir Dzumhur","R",172,"BIH",24.00821355,73,747,105311,"Joao Sousa","R",186,"POR",27.14852841,29,1275,5,1,-0.923163611,-0.534636272,"N",1581,"1:N","1:N","",0.637,1.61,2.3,1.61
"1582",12596,"French Open","Clay",128,"G","5/23/16",104312,"Andreas Seppi","R",190,"ITA",32.25188227,38,1095,105208,"Ernests Gulbis","R",190,"LAT",27.72895277,80,701,5,0.166666667,0.744440475,0.446001755,"N",1582,"1:N","2:Y","+",0.524,1.86,1.92,0
"1583",12597,"French Open","Clay",128,"G","5/23/16",104180,"Gilles Muller","L",193,"LUX",33.0403833,42,1020,104571,"Marcos Baghdatis","R",183,"CYP",30.93223819,39,1067,5,0,-0.074107972,-0.045048345,"N",1583,"1:N","1:N","",0.734,1.38,2.99,1.38
"1584",12598,"French Open","Clay",128,"G","5/23/16",105526,"Jan Lennard Struff","R",186,"GER",26.07802875,101,578,104542,"Jo Wilfried Tsonga","R",188,"FRA",31.09924709,7,3355,5,0,-2.669210368,-1.758633181,"N",1584,"1:N","1:N","",0.97,1.13,5.65,1.13
"1585",12599,"French Open","Clay",128,"G","5/23/16",104386,"Janko Tipsarevic","R",180,"SRB",31.91786448,680,38,105683,"Milos Raonic","R",196,"CAN",25.40451745,9,2785,5,0,-4.324868221,-4.294416993,"N",1585,"1:N","1:N","",0.999,1.02,14.21,1.02
"1586",12600,"French Open","Clay",128,"G","5/23/16",105173,"Adrian Mannarino","L",183,"FRA",27.89869952,58,825,105062,"Mikhail Kukushkin","R",183,"KAZ",28.40793977,83,699,5,0.5,0.358397597,0.165732644,"Y",1586,"2:Y","2:Y","",0.546,2.07,1.73,2.07
"1587",12601,"French Open","Clay",128,"G","5/23/16",105413,"Andrej Martin","R",180,"SVK",26.67214237,133,438,103926,"Daniel Munoz De La Nava","L",186,"ESP",34.31348392,105,561,5,0.5,-0.236388778,-0.247501995,"Y",1587,"2:Y","1:N","+",0.514,2.51,1.52,0
"1588",12602,"French Open","Clay",128,"G","5/23/16",106298,"Lucas Pouille","R",186,"FRA",22.24503765,31,1266,103898,"Julien Benneteau","R",185,"FRA",34.42299795,548,59,5,0,2.872288082,3.066080159,"Y",1588,"2:Y","2:Y","",0.984,1.2,4.49,1.2
"1589",12603,"French Open","Clay",128,"G","5/23/16",104898,"Robin Haase","R",190,"NED",29.13073238,86,685,106058,"Jack Sock","R",185,"USA",23.6605065,25,1505,5,0.5,-1.235471471,-0.787129339,"N",1589,"1:N","1:N","",0.821,1.17,4.99,1.17
"1590",12604,"French Open","Clay",128,"G","5/23/16",104460,"Dustin Brown","R",196,"GER",31.45516769,116,520,104534,"Dudi Sela","R",175,"ISR",31.13483915,62,781,5,0.5,-0.626455806,-0.406746338,"Y",1590,"2:Y","1:N","+",0.668,1.49,2.58,0
"1591",12605,"French Open","Clay",128,"G","5/23/16",104547,"Horacio Zeballos","L",188,"ARG",31.07186858,89,641,105077,"Albert Ramos","L",188,"ESP",28.34770705,55,853,5,0.25,-0.481303184,-0.285730091,"N",1591,"1:N","1:N","",0.751,1.17,4.96,1.17
"1592",12606,"French Open","Clay",128,"G","5/23/16",105227,"Marin Cilic","R",198,"CRO",27.6495551,10,2775,105477,"Marco Trungelliti","R",186,"ARG",26.30800821,166,323,5,0.5,2.809402695,2.150753703,"N",1592,"1:N","2:Y","+",0.966,9.57,1.06,0
"1593",12607,"French Open","Clay",128,"G","5/23/16",104297,"Rogerio Dutra Silva","R",178,"BRA",32.30116359,85,686,104468,"Gilles Simon","R",183,"FRA",31.40314853,18,1945,5,0.5,-1.552279499,-1.042139628,"N",1593,"1:N","1:N","",0.877,1.13,5.77,1.13
"1594",12608,"French Open","Clay",128,"G","5/23/16",106043,"Diego Sebastian Schwartzman","R",186,"ARG",23.76728268,63,781,105550,"Guido Pella","L",186,"ARG",26.01779603,48,899,5,0.5,-0.271933715,-0.140707885,"N",1594,"1:N","1:N","",0.546,1.68,2.15,1.68
"1595",12609,"French Open","Clay",128,"G","5/23/16",106045,"Denis Kudla","R",180,"USA",23.76454483,53,855,105583,"Dusan Lajovic","R",180,"SRB",25.8973306,81,701,5,0.5,0.424157241,0.198593582,"N",1595,"1:N","2:Y","+",0.613,1.54,2.47,0
"1596",12610,"French Open","Clay",128,"G","5/23/16",104678,"Viktor Troicki","R",193,"SRB",30.28062971,24,1535,105777,"Grigor Dimitrov","R",188,"BUL",25.02121834,36,1150,5,0.333333333,0.405465108,0.288768439,"Y",1596,"2:Y","2:Y","",0.505,2.44,1.55,2.44
"1597",12611,"French Open","Clay",128,"G","5/23/16",104871,"Jeremy Chardy","R",188,"FRA",29.27583847,32,1265,104919,"Leonardo Mayer","R",188,"ARG",29.02395619,68,755,5,0.666666667,0.753771802,0.516109652,"Y",1597,"2:Y","2:Y","",0.727,1.7,2.13,1.7
"1598",12612,"French Open","Clay",128,"G","5/23/16",106361,"Adam Pavlasek","R",186,"CZE",21.62354552,132,442,106148,"Roberto Carballes Baena","R",186,"ESP",23.16769336,114,523,5,0.5,-0.146603474,-0.168271582,"Y",1598,"2:Y","1:N","+",0.546,2.31,1.61,0
"1599",12613,"French Open","Clay",128,"G","5/23/16",106121,"Taro Daniel","R",186,"JPN",23.31827515,93,614,105373,"Martin Klizan","L",190,"SVK",26.86652977,45,960,5,0.5,-0.725937003,-0.446938356,"Y",1599,"2:Y","1:N","+",0.668,1.43,2.79,0
"1600",12614,"French Open","Clay",128,"G","5/23/16",104586,"Lukas Rosol","R",196,"CZE",30.83093771,59,815,104527,"Stanislas Wawrinka","R",183,"SUI",31.15400411,4,6315,5,0,-2.691243083,-2.047494922,"N",1600,"1:N","1:N","",0.98,1.06,9.12,1.06
"1601",12615,"French Open","Clay",128,"G","5/23/16",105453,"Kei Nishikori","R",178,"JPN",26.39835729,6,4470,104620,"Simone Bolelli","R",183,"ITA",30.62286105,115,522,5,1,2.953172659,2.1474761,"Y",1601,"2:Y","2:Y","",0.986,1.02,16.28,1.02
"1602",12616,"French Open","Clay",128,"G","5/23/16",105723,"Andrey Kuznetsov","R",185,"RUS",25.24845996,40,1063,103794,"Benjamin Becker","R",178,"GER",34.93497604,96,600,5,0.5,0.875468737,0.571920723,"Y",1602,"2:Y","2:Y","",0.811,1.09,7.47,1.09
"1603",12617,"French Open","Clay",128,"G","5/23/16",104022,"Mikhail Youzhny","R",183,"RUS",33.91101985,78,707,104471,"Ivan Dodig","R",183,"CRO",31.38672142,77,708,5,1,-0.012903405,-0.001413428,"N",1603,"1:N","2:Y","+",0.585,1.61,2.29,0
"1604",12618,"French Open","Clay",128,"G","5/23/16",104269,"Fernando Verdasco","L",188,"ESP",32.52019165,52,855,105449,"Steve Johnson","R",188,"USA",26.41204654,34,1190,5,1,-0.424883194,-0.330607117,"Y",1604,"2:Y","1:N","+",0.597,1.31,3.36,0
"1605",12619,"French Open","Clay",128,"G","5/23/16",106401,"Nick Kyrgios","R",186,"AUS",21.07323751,19,1855,106065,"Marco Cecchinato","R",186,"ITA",23.6440794,124,478,5,0.5,1.875842586,1.356029243,"Y",1605,"2:Y","2:Y","",0.909,1.02,13.93,1.02
"1606",12620,"French Open","Clay",128,"G","5/23/16",104494,"Adrian Ungur","R",178,"ROU",31.32375086,203,264,104997,"Igor Sijsling","R",190,"NED",28.76386037,123,484,5,0,-0.501021624,-0.606135804,"N",1606,"1:N","1:N","",0.847,2.17,1.68,2.17
"1607",12621,"French Open","Clay",128,"G","5/23/16",106216,"Bjorn Fratangelo","R",186,"USA",22.84462697,103,567,105023,"Sam Querrey","R",198,"USA",28.62696783,37,1135,5,0.5,-1.023811076,-0.694028626,"Y",1607,"2:Y","1:N","+",0.746,2.95,1.39,0
"1608",12622,"French Open","Clay",128,"G","5/23/16",104755,"Richard Gasquet","R",185,"FRA",29.9301848,12,2725,105064,"Thomaz Bellucci","L",188,"BRA",28.39698836,57,825,5,1,1.558144618,1.194840321,"Y",1608,"2:Y","2:Y","",0.919,1.15,5.26,1.15
"1609",12623,"French Open","Clay",128,"G","5/23/16",105357,"John Millman","R",183,"AUS",26.94045175,61,796,104545,"John Isner","R",206,"USA",31.07460643,17,1965,5,0,-1.27766052,-0.903648338,"N",1609,"1:N","1:N","",0.877,1.18,4.74,1.18
"1610",12624,"French Open","Clay",128,"G","5/23/16",106378,"Kyle Edmund","R",186,"GBR",21.37166324,82,701,105932,"Nikoloz Basilashvili","R",186,"RUS",24.24640657,104,563,5,0.5,0.237671652,0.219228259,"Y",1610,"2:Y","2:Y","",0.59,1.61,2.29,1.61
"1611",12625,"French Open","Clay",128,"G","5/23/16",104559,"Teymuraz Gabashvili","R",188,"RUS",31.00068446,79,706,105385,"Donald Young","L",183,"USA",26.83367556,76,712,5,0.5,-0.038714512,-0.008462674,"Y",1611,"2:Y","1:N","+",0.539,1.76,2.05,0
"1612",12626,"French Open","Clay",128,"G","5/23/16",105332,"Benoit Paire","R",196,"FRA",27.04175222,21,1641,105430,"Radu Albot","R",186,"MDA",26.52977413,137,423,5,0.5,1.875458488,1.355688912,"Y",1612,"2:Y","2:Y","",0.897,1.16,5.11,1.16
"1613",12627,"French Open","Clay",128,"G","5/23/16",103656,"Albert Montanes","R",175,"ESP",35.4880219,98,592,103333,"Ivo Karlovic","R",208,"CRO",37.23203285,28,1280,5,0.333333333,-1.252762968,-0.771108722,"N",1613,"1:N","1:N","",0.834,2.04,1.75,2.04
"1614",12628,"French Open","Clay",128,"G","5/23/16",111442,"Jordan Thompson","R",186,"AUS",22.091718,94,608,111513,"Laslo Djere","R",186,"SRB",20.97467488,215,249,5,0.5,0.827343246,0.892721986,"Y",1614,"2:Y","2:Y","",0.782,2.31,1.59,2.31
"1615",12629,"French Open","Clay",128,"G","5/23/16",106288,"Mathias Bourgue","R",186,"FRA",22.34360027,164,326,105515,"Jordi Samper Montana","U",186,"ESP",26.13278576,216,249,5,0.5,0.27541198,0.269444485,"Y",1615,"2:Y","2:Y","",0.885,1.73,2.08,1.73
"1616",12630,"French Open","Clay",128,"G","5/23/16",103285,"Radek Stepanek","R",185,"CZE",37.48665298,128,459,104918,"Andy Murray","R",190,"GBR",29.02395619,2,8435,5,0.25,-4.158883083,-2.911094785,"N",1616,"1:N","1:N","",0.997,1.02,16.32,1.02
