"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1wins"
"16368","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102950","Fernando Vicente","R",180,"ESP",23.30184805,31,964,"102524","Neville Godwin","R",173,"RSA",25.4017796,203,172,"5","N"
"16369","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102035","Jonas Bjorkman","R",183,"SWE",28.26009582,78,541,"102446","Andrei Medvedev","R",193,"UKR",25.82067077,47,784,"5","Y"
"16370","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101792","Slava Dosedel","R",183,"CZE",29.86721424,50,763,"102839","Nicolas Lapentti","R",188,"ECU",23.86858316,10,1892,"5","Y"
"16371","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102358","Thomas Enqvist","R",190,"SWE",26.28884326,8,1948,"103082","Markus Hantschk","R",188,"GER",22.60095825,92,449,"5","Y"
"16372","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102024","Hernan Gumy","R",188,"ARG",28.30937714,88,460,"101532","Francisco Clavet","L",183,"ESP",31.67145791,42,820,"5","N"
"16373","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103248","Harel Levy","R",185,"ISR",21.89185489,142,268,"101727","Jason Stoltenberg","R",185,"AUS",30.22861054,82,509,"5","Y"
"16374","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102652","Christian Vinck","L",183,"GER",24.81314168,160,236,"103454","Nicolas Massu","R",183,"CHI",20.7118412,69,599,"5","Y"
"16375","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102369","Julien Boutter","R",190,"FRA",26.22587269,103,388,"102834","Paul Goldstein","R",178,"USA",23.89322382,76,554,"5","N"
"16376","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103206","Sebastien Grosjean","R",175,"FRA",22.07802875,28,1079,"101543","Jeff Tarango","L",180,"USA",31.59753593,60,678,"5","N"
"16377","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102247","Andrea Gaudenzi","R",183,"ITA",26.90759754,91,450,"102148","Fabrice Santoro","R",178,"FRA",27.54551677,30,977,"5","N"
"16378","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102998","Jan Michael Gambill","R",190,"USA",23.06365503,56,707,"103720","Lleyton Hewitt","R",180,"AUS",19.33470226,7,2017,"5","Y"
"16379","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102796","Magnus Norman","R",188,"SWE",24.07392197,2,3522,"101185","Mark Woodforde","L",188,"AUS",34.75701574,191,191,"5","Y"
"16380","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103694","Olivier Rochus","R",168,"BEL",19.43600274,179,205,"101735","Richard Fromberg","R",196,"AUS",30.16290212,66,612,"5","Y"
"16381","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101150","Gianluca Pozzi","L",180,"ITA",35.02532512,64,644,"102562","Jiri Novak","R",190,"CZE",25.26488706,45,802,"5","Y"
"16382","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101711","Alex Obrien","R",185,"USA",30.30527036,192,187,"103344","Ivan Ljubicic","R",193,"CRO",21.27310062,81,513,"5","Y"
"16383","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103151","Mariano Zabaleta","R",183,"ARG",22.32443532,40,831,"103103","Dominik Hrbaty","R",183,"SVK",22.47501711,32,950,"5","N"
"16384","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101647","Byron Black","R",175,"ZIM",30.72142368,52,735,"102776","Andrew Ilie","R",180,"AUS",24.1889117,43,820,"5","Y"
"16385","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102720","Tomas Zib","R",178,"CZE",24.40246407,121,332,"102287","Albert Portas","R",188,"ESP",26.61190965,55,709,"5","N"
"16386","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102434","Vincent Spadea","R",183,"USA",25.93839836,61,670,"102257","Greg Rusedski","L",193,"GBR",26.80355921,22,1154,"5","Y"
"16387","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102306","Michael Kohlmann","R",188,"GER",26.45585216,189,195,"101990","Richard Krajicek","R",196,"NED",28.55578371,27,1085,"5","N"
"16388","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101885","Wayne Arthurs","L",190,"AUS",29.27583847,94,434,"101965","Wayne Ferreira","R",185,"RSA",28.78028747,37,868,"5","N"
"16389","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102318","Andrei Pavel","R",183,"ROU",26.41204654,34,925,"102238","Alberto Berasategui","R",173,"ESP",26.99520876,113,362,"5","Y"
"16390","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102110","Daniel Nestor","L",190,"CAN",27.80835044,154,243,"102457","Miles Maclagan","R",180,"GBR",25.75770021,353,76,"5","Y"
"16391","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102548","Juan Antonio Marin","R",175,"CRC",25.31964408,68,605,"103114","Martin Lee","L",180,"GBR",22.45037645,259,125,"5","N"
"16392","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102456","Felix Mantilla","R",180,"ESP",25.75770021,75,554,"101962","Younes El Aynaoui","R",193,"MAR",28.78850103,16,1499,"5","N"
"16393","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"103428","Juan Ignacio Chela","R",190,"ARG",20.82409309,54,710,"5","Y"
"16394","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102104","Christian Ruud","R",188,"NOR",27.8384668,111,367,"101611","Cedric Pioline","R",188,"FRA",31.03080082,6,2204,"5","N"
"16395","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103819","Roger Federer","R",185,"SUI",18.88295688,35,914,"102338","Yevgeny Kafelnikov","R",190,"RUS",26.35181383,5,3016,"5","N"
"16396","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102563","Thomas Johansson","R",180,"SWE",25.25941136,57,705,"101897","Fernando Meligeni","L",180,"BRA",29.2073922,100,399,"5","Y"
"16397","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102198","Paul Kilderry","R",175,"AUS",27.20876112,297,102,"101320","Magnus Gustafsson","R",185,"SWE",33.47843943,72,575,"5","N"
"16398","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103018","Max Mirnyi","R",196,"BLR",22.97330595,59,679,"102539","Bohdan Ulihrach","R",188,"CZE",25.33880903,85,477,"5","Y"
"16399","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102845","Carlos Moya","R",190,"ESP",23.83025325,51,748,"102783","Rainer Schuettler","R",180,"GER",24.16974675,77,550,"5","N"
"16400","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102765","Nicolas Escude","R",185,"FRA",24.22997947,17,1307,"103084","Guillermo Canas","R",185,"ARG",22.58453114,144,264,"5","Y"
"16401","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101733","Jan Siemerink","L",183,"NED",30.20123203,123,328,"101889","Todd Woodbridge","R",178,"AUS",29.23477071,171,218,"5","N"
"16402","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"102965","Jamie Delgado","R",178,"GBR",23.26625599,143,265,"5","Y"
"16403","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103017","Nicolas Kiefer","R",183,"GER",22.97604381,12,1705,"103163","Tommy Haas","R",188,"GER",22.23134839,23,1150,"5","N"
"16404","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103714","Andreas Vinciguerra","L",180,"SWE",19.34839151,39,832,"102133","Laurence Tieleman","R",180,"ITA",27.61396304,96,410,"5","Y"
"16405","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101820","Marc Rosset","R",201,"SUI",29.63449692,33,930,"102644","Franco Squillari","L",183,"ARG",24.84599589,19,1232,"5","Y"
"16406","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103157","Arvind Parmar","R",193,"GBR",22.2642026,137,282,"102987","Andre Sa","R",185,"BRA",23.14031485,83,488,"5","Y"
"16407","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101086","Ronald Agenor","R",180,"USA",35.61670089,98,408,"102880","Alexander Popp","R",201,"GER",23.64134155,114,361,"5","N"
"16408","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102021","Michael Chang","R",175,"USA",28.34223135,24,1115,"103292","Gaston Gaudio","R",175,"ARG",21.54688569,41,822,"5","Y"
"16409","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102106","Davide Sanguinetti","R",188,"ITA",27.83572895,87,470,"103198","Justin Bower","L",190,"RSA",22.09445585,509,39,"5","N"
"16410","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102162","Chris Woodruff","R",188,"USA",27.47980835,46,786,"102856","Gustavo Kuerten","R",190,"BRA",23.79192334,4,3211,"5","N"
"16411","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103387","Paradorn Srichaphan","R",185,"THA",21.0349076,90,453,"102450","Tim Henman","R",185,"GBR",25.80424367,14,1597,"5","N"
"16412","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103096","Arnaud Clement","R",173,"FRA",22.52429843,58,684,"101964","Goran Ivanisevic","L",193,"CRO",28.78576318,65,629,"5","Y"
"16413","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102271","Hicham Arazi","L",175,"MAR",26.68583162,38,867,"102572","Igor Gaudi","R",188,"ITA",25.2128679,218,157,"5","Y"
"16414","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103188","Michael Russell","R",173,"USA",22.15468857,183,202,"102205","Sebastien Lareau","R",183,"CAN",27.16495551,133,287,"5","N"
"16415","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102854","Sjeng Schalken","R",193,"NED",23.79739904,53,723,"102567","George Bastl","R",183,"SUI",25.23750856,73,569,"5","Y"
"16416","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103294","Christophe Rochus","R",170,"BEL",21.53045859,89,456,"102025","Mikael Tillstrom","R",185,"SWE",28.30937714,62,666,"5","Y"
"16417","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103182","Markus Hipfl","R",178,"AUT",22.16837782,97,408,"103324","Arnaud Di Pasquale","R",185,"FRA",21.37166324,49,764,"5","N"
"16418","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103781","Jurgen Melzer","L",183,"AUT",19.09650924,387,68,"102882","Mark Philippoussis","R",196,"AUS",23.63312799,18,1281,"5","N"
"16419","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102869","Galo Blanco","R",173,"ESP",23.71526352,74,568,"103498","Marat Safin","R",193,"RUS",20.41341547,9,1933,"5","N"
"16420","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103162","Dejan Petrovic","R",186,"SRB",22.23134839,185,201,"102093","Martin Damm","R",188,"CZE",27.90143737,86,476,"5","N"
"16421","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102227","Sargis Sargsian","R",180,"ARM",27.06365503,79,525,"102184","David Prinosil","R",185,"GER",27.2991102,84,486,"5","N"
"16422","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101902","Stephane Huet","L",180,"FRA",29.17180014,108,371,"102405","Mahesh Bhupathi","R",185,"IND",26.05338809,1049,4,"5","Y"
"16423","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102259","Jerome Golmard","L",188,"FRA",26.79534565,70,593,"102642","Cyril Saulnier","R",190,"FRA",24.862423,124,324,"5","Y"
"16424","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102905","Stefan Koubek","L",175,"AUT",23.47980835,36,878,"102437","Adrian Voinea","R",185,"ROU",25.88911704,93,448,"5","Y"
"16425","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101774","Todd Martin","R",198,"USA",29.96851472,20,1172,"102966","Fredrik Jonsson","R",193,"SWE",23.24709103,118,339,"5","Y"
"16426","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103758","Taylor Dent","R",188,"USA",19.17316906,256,126,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"5","N"
"16427","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102344","Karol Kucera","R",188,"SVK",26.31348392,44,809,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"5","N"
"16428","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102925","Justin Gimelstob","R",196,"USA",23.41409993,99,403,"103566","Michael Llodra","L",190,"FRA",20.10677618,158,237,"5","Y"
"16429","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103252","Alberto Martin","R",175,"ESP",21.85078713,67,608,"102524","Neville Godwin","R",173,"RSA",25.4017796,203,172,"5","N"
"16430","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102035","Jonas Bjorkman","R",183,"SWE",28.26009582,78,541,"101792","Slava Dosedel","R",183,"CZE",29.86721424,50,763,"5","Y"
"16431","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102358","Thomas Enqvist","R",190,"SWE",26.28884326,8,1948,"101532","Francisco Clavet","L",183,"ESP",31.67145791,42,820,"5","Y"
"16432","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103248","Harel Levy","R",185,"ISR",21.89185489,142,268,"102652","Christian Vinck","L",183,"GER",24.81314168,160,236,"5","N"
"16433","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101543","Jeff Tarango","L",180,"USA",31.59753593,60,678,"102834","Paul Goldstein","R",178,"USA",23.89322382,76,554,"5","N"
"16434","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102148","Fabrice Santoro","R",178,"FRA",27.54551677,30,977,"102998","Jan Michael Gambill","R",190,"USA",23.06365503,56,707,"5","N"
"16435","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102796","Magnus Norman","R",188,"SWE",24.07392197,2,3522,"103694","Olivier Rochus","R",168,"BEL",19.43600274,179,205,"5","N"
"16436","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101711","Alex Obrien","R",185,"USA",30.30527036,192,187,"101150","Gianluca Pozzi","L",180,"ITA",35.02532512,64,644,"5","N"
"16437","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103103","Dominik Hrbaty","R",183,"SVK",22.47501711,32,950,"101647","Byron Black","R",175,"ZIM",30.72142368,52,735,"5","N"
"16438","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102434","Vincent Spadea","R",183,"USA",25.93839836,61,670,"102287","Albert Portas","R",188,"ESP",26.61190965,55,709,"5","N"
"16439","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101990","Richard Krajicek","R",196,"NED",28.55578371,27,1085,"101965","Wayne Ferreira","R",185,"RSA",28.78028747,37,868,"5","N"
"16440","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102110","Daniel Nestor","L",190,"CAN",27.80835044,154,243,"102318","Andrei Pavel","R",183,"ROU",26.41204654,34,925,"5","N"
"16441","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101962","Younes El Aynaoui","R",193,"MAR",28.78850103,16,1499,"103114","Martin Lee","L",180,"GBR",22.45037645,259,125,"5","Y"
"16442","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"101611","Cedric Pioline","R",188,"FRA",31.03080082,6,2204,"5","Y"
"16443","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102563","Thomas Johansson","R",180,"SWE",25.25941136,57,705,"102338","Yevgeny Kafelnikov","R",190,"RUS",26.35181383,5,3016,"5","Y"
"16444","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101320","Magnus Gustafsson","R",185,"SWE",33.47843943,72,575,"103018","Max Mirnyi","R",196,"BLR",22.97330595,59,679,"5","Y"
"16445","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102765","Nicolas Escude","R",185,"FRA",24.22997947,17,1307,"102783","Rainer Schuettler","R",180,"GER",24.16974675,77,550,"5","N"
"16446","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"101889","Todd Woodbridge","R",178,"AUS",29.23477071,171,218,"5","Y"
"16447","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103163","Tommy Haas","R",188,"GER",22.23134839,23,1150,"103714","Andreas Vinciguerra","L",180,"SWE",19.34839151,39,832,"5","Y"
"16448","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103157","Arvind Parmar","R",193,"GBR",22.2642026,137,282,"101820","Marc Rosset","R",201,"SUI",29.63449692,33,930,"5","N"
"16449","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102880","Alexander Popp","R",201,"GER",23.64134155,114,361,"102021","Michael Chang","R",175,"USA",28.34223135,24,1115,"5","Y"
"16450","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102856","Gustavo Kuerten","R",190,"BRA",23.79192334,4,3211,"103198","Justin Bower","L",190,"RSA",22.09445585,509,39,"5","Y"
"16451","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103096","Arnaud Clement","R",173,"FRA",22.52429843,58,684,"102450","Tim Henman","R",185,"GBR",25.80424367,14,1597,"5","N"
"16452","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102205","Sebastien Lareau","R",183,"CAN",27.16495551,133,287,"102271","Hicham Arazi","L",175,"MAR",26.68583162,38,867,"5","N"
"16453","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103294","Christophe Rochus","R",170,"BEL",21.53045859,89,456,"102854","Sjeng Schalken","R",193,"NED",23.79739904,53,723,"5","N"
"16454","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102882","Mark Philippoussis","R",196,"AUS",23.63312799,18,1281,"103324","Arnaud Di Pasquale","R",185,"FRA",21.37166324,49,764,"5","Y"
"16455","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102093","Martin Damm","R",188,"CZE",27.90143737,86,476,"103498","Marat Safin","R",193,"RUS",20.41341547,9,1933,"5","Y"
"16456","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101902","Stephane Huet","L",180,"FRA",29.17180014,108,371,"102184","David Prinosil","R",185,"GER",27.2991102,84,486,"5","N"
"16457","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102259","Jerome Golmard","L",188,"FRA",26.79534565,70,593,"102905","Stefan Koubek","L",175,"AUT",23.47980835,36,878,"5","Y"
"16458","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101774","Todd Martin","R",198,"USA",29.96851472,20,1172,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"5","N"
"16459","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"102925","Justin Gimelstob","R",196,"USA",23.41409993,99,403,"5","Y"
"16460","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102035","Jonas Bjorkman","R",183,"SWE",28.26009582,78,541,"102524","Neville Godwin","R",173,"RSA",25.4017796,203,172,"5","Y"
"16461","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102652","Christian Vinck","L",183,"GER",24.81314168,160,236,"102358","Thomas Enqvist","R",190,"SWE",26.28884326,8,1948,"5","N"
"16462","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102998","Jan Michael Gambill","R",190,"USA",23.06365503,56,707,"102834","Paul Goldstein","R",178,"USA",23.89322382,76,554,"5","Y"
"16463","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103694","Olivier Rochus","R",168,"BEL",19.43600274,179,205,"101150","Gianluca Pozzi","L",180,"ITA",35.02532512,64,644,"5","N"
"16464","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101647","Byron Black","R",175,"ZIM",30.72142368,52,735,"102287","Albert Portas","R",188,"ESP",26.61190965,55,709,"5","Y"
"16465","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102318","Andrei Pavel","R",183,"ROU",26.41204654,34,925,"101965","Wayne Ferreira","R",185,"RSA",28.78028747,37,868,"5","N"
"16466","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101962","Younes El Aynaoui","R",193,"MAR",28.78850103,16,1499,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"5","N"
"16467","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101320","Magnus Gustafsson","R",185,"SWE",33.47843943,72,575,"102563","Thomas Johansson","R",180,"SWE",25.25941136,57,705,"5","N"
"16468","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102783","Rainer Schuettler","R",180,"GER",24.16974675,77,550,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"5","N"
"16469","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101820","Marc Rosset","R",201,"SUI",29.63449692,33,930,"103163","Tommy Haas","R",188,"GER",22.23134839,23,1150,"5","Y"
"16470","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102856","Gustavo Kuerten","R",190,"BRA",23.79192334,4,3211,"102880","Alexander Popp","R",201,"GER",23.64134155,114,361,"5","N"
"16471","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102271","Hicham Arazi","L",175,"MAR",26.68583162,38,867,"102450","Tim Henman","R",185,"GBR",25.80424367,14,1597,"5","N"
"16472","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102854","Sjeng Schalken","R",193,"NED",23.79739904,53,723,"102882","Mark Philippoussis","R",196,"AUS",23.63312799,18,1281,"5","N"
"16473","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102184","David Prinosil","R",185,"GER",27.2991102,84,486,"102093","Martin Damm","R",188,"CZE",27.90143737,86,476,"5","Y"
"16474","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102259","Jerome Golmard","L",188,"FRA",26.79534565,70,593,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"5","N"
"16475","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102035","Jonas Bjorkman","R",183,"SWE",28.26009582,78,541,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"5","N"
"16476","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102998","Jan Michael Gambill","R",190,"USA",23.06365503,56,707,"102358","Thomas Enqvist","R",190,"SWE",26.28884326,8,1948,"5","Y"
"16477","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101647","Byron Black","R",175,"ZIM",30.72142368,52,735,"101150","Gianluca Pozzi","L",180,"ITA",35.02532512,64,644,"5","Y"
"16478","2000-540","Wimbledon","Grass","128","G",2000-06-26,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"101965","Wayne Ferreira","R",185,"RSA",28.78028747,37,868,"5","Y"
"16479","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102563","Thomas Johansson","R",180,"SWE",25.25941136,57,705,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"5","N"
"16480","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102880","Alexander Popp","R",201,"GER",23.64134155,114,361,"101820","Marc Rosset","R",201,"SUI",29.63449692,33,930,"5","Y"
"16481","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102882","Mark Philippoussis","R",196,"AUS",23.63312799,18,1281,"102450","Tim Henman","R",185,"GBR",25.80424367,14,1597,"5","Y"
"16482","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"102184","David Prinosil","R",185,"GER",27.2991102,84,486,"5","Y"
"16483","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102998","Jan Michael Gambill","R",190,"USA",23.06365503,56,707,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"5","N"
"16484","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101647","Byron Black","R",175,"ZIM",30.72142368,52,735,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"5","N"
"16485","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"102880","Alexander Popp","R",201,"GER",23.64134155,114,361,"5","Y"
"16486","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102882","Mark Philippoussis","R",196,"AUS",23.63312799,18,1281,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"5","N"
"16487","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"103166","Vladimir Voltchkov","R",180,"BLR",22.22039699,237,140,"5","Y"
"16488","2000-540","Wimbledon","Grass","128","G",2000-06-26,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"101736","Andre Agassi","R",180,"USA",30.16016427,1,4375,"5","Y"
"16489","2000-540","Wimbledon","Grass","128","G",2000-06-26,"101948","Pete Sampras","R",185,"USA",28.8733744,3,3261,"102158","Patrick Rafter","R",185,"AUS",27.4934976,21,1165,"5","Y"
"16490","2001-540","Wimbledon","Grass","128","G",2001-06-25,"101948","Pete Sampras","R",185,"USA",29.86995209,6,2790,"101532","Francisco Clavet","L",183,"ESP",32.66803559,56,710,"5","Y"
"16491","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102443","Barry Cowan","L",188,"GBR",26.83367556,265,123,"103754","Mark Hilton","L",170,"GBR",20.18069815,383,69,"5","Y"
"16492","2001-540","Wimbledon","Grass","128","G",2001-06-25,"104076","Jose Acasuso","R",190,"ARG",18.68035592,81,530,"102227","Sargis Sargsian","R",180,"ARM",28.06023272,124,323,"5","N"
"16493","2001-540","Wimbledon","Grass","128","G",2001-06-25,"103248","Harel Levy","R",185,"ISR",22.88843258,30,1023,"103990","Tommy Robredo","R",180,"ESP",19.15126626,59,677,"5","N"
"16494","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102035","Jonas Bjorkman","R",183,"SWE",29.25667351,41,875,"102694","Lars Burgsmuller","R",183,"GER",25.5523614,70,596,"5","Y"
"16495","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102021","Michael Chang","R",175,"USA",29.33880903,48,800,"103181","Jiri Vanek","R",185,"CZE",23.17043121,94,462,"5","Y"
"16496","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102831","Jacobo Diaz","R",173,"ESP",24.95550992,68,622,"103598","Xavier Malisse","R",185,"BEL",20.93360712,53,737,"5","N"
"16497","2001-540","Wimbledon","Grass","128","G",2001-06-25,"103294","Christophe Rochus","R",170,"BEL",22.52703628,83,528,"103819","Roger Federer","R",185,"SUI",19.87953457,15,1580,"5","N"
"16498","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102162","Chris Woodruff","R",188,"USA",28.47638604,97,435,"102998","Jan Michael Gambill","R",190,"USA",24.06023272,16,1555,"5","Y"
"16499","2001-540","Wimbledon","Grass","128","G",2001-06-25,"101820","Marc Rosset","R",201,"SUI",30.63107461,75,575,"101723","Magnus Larsson","R",193,"SWE",31.25256674,280,115,"5","N"
"16500","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102562","Jiri Novak","R",190,"CZE",26.26146475,42,861,"102950","Fernando Vicente","R",180,"ESP",24.29842574,58,696,"5","Y"
"16501","2001-540","Wimbledon","Grass","128","G",2001-06-25,"101774","Todd Martin","R",198,"USA",30.9650924,34,955,"103387","Paradorn Srichaphan","R",185,"THA",22.03148528,117,359,"5","Y"
"16502","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102854","Sjeng Schalken","R",193,"NED",24.79397673,28,1053,"102905","Stefan Koubek","L",175,"AUT",24.47638604,84,503,"5","Y"
"16503","2001-540","Wimbledon","Grass","128","G",2001-06-25,"102539","Bohdan Ulihrach","R",188,"CZE",26.33538672,44,845,"103184","Bob Bryan","L",193,"USA",23.15674196,157,245,"5","N"
